400
29;5;1;2
17;40;1;2
4;15;1;2
13;29;1;2
11;5;1;2
19;34;1;2
5;18;1;2
34;33;1;2
40;7;1;2
21;32;1;2
6;12;1;2
43;30;1;2
8;40;1;2
43;4;1;2
27;6;1;2
50;3;1;2
38;29;1;2
14;46;1;2
2;22;1;2
36;18;1;2
38;10;1;2
1;39;1;2
34;49;1;2
7;6;1;2
47;16;1;2
13;44;1;2
40;25;1;2
17;8;1;2
4;36;1;2
39;50;1;2
3;31;1;2
1;6;1;2
28;30;1;2
45;21;1;2
23;30;1;2
32;7;1;2
32;40;1;2
15;32;1;2
6;21;1;2
25;35;1;2
44;25;1;2
11;29;1;2
20;2;1;2
41;30;1;2
27;14;1;2
41;37;1;2
28;16;1;2
6;1;1;2
49;31;1;2
22;48;1;2
6;41;1;2
18;25;1;2
2;31;1;2
37;4;1;2
13;41;1;2
28;4;1;2
22;47;1;2
1;38;1;2
33;12;1;2
43;7;1;2
10;1;1;2
34;7;1;2
42;17;1;2
35;47;1;2
31;7;1;2
37;16;1;2
22;22;1;2
1;13;1;2
40;13;1;2
10;31;1;2
32;27;1;2
21;34;1;2
8;36;1;2
45;14;1;2
5;3;1;2
27;39;1;2
9;19;1;2
30;22;1;2
43;5;1;2
9;47;1;2
13;16;1;2
27;20;1;2
14;5;1;2
35;16;1;2
44;4;1;2
33;32;1;2
47;50;1;2
35;25;1;2
16;19;1;2
4;25;1;2
16;27;1;2
11;38;1;2
28;42;1;2
4;43;1;2
47;48;1;2
21;12;1;2
21;47;1;2
7;47;1;2
13;7;1;2
17;5;1;2
27;16;1;2
22;18;1;2
38;49;1;2
44;16;1;2
48;30;1;2
14;42;1;2
9;28;1;2
43;13;1;2
26;25;1;2
23;30;1;2
6;50;1;2
11;43;1;2
29;6;1;2
19;26;1;2
17;23;1;2
42;24;1;2
47;46;1;2
16;38;1;2
14;38;1;2
4;37;1;2
22;47;1;2
21;32;1;2
6;40;1;2
43;43;1;2
34;3;1;2
3;3;1;2
43;43;1;2
30;13;1;2
2;11;1;2
32;24;1;2
28;35;1;2
12;22;1;2
38;39;1;2
18;33;1;2
28;3;1;2
14;5;1;2
29;32;1;2
5;14;1;2
7;7;1;2
31;3;1;2
35;16;1;2
33;42;1;2
33;27;1;2
27;21;1;2
24;50;1;2
47;1;1;2
20;21;1;2
43;28;1;2
11;23;1;2
26;50;1;2
44;26;1;2
49;49;1;2
46;27;1;2
19;3;1;2
5;41;1;2
2;34;1;2
29;13;1;2
2;30;1;2
4;2;1;2
23;7;1;2
45;23;1;2
24;6;1;2
34;42;1;2
48;39;1;2
46;25;1;2
15;46;1;2
22;39;1;2
18;2;1;2
1;44;1;2
11;34;1;2
