500
28;25;1;2
39;44;1;2
49;21;1;2
29;30;1;2
37;16;1;2
42;29;1;2
27;17;1;2
36;32;1;2
43;7;1;2
33;5;1;2
7;16;1;2
23;22;1;2
16;5;1;2
30;1;1;2
41;31;1;2
48;47;1;2
20;16;1;2
38;29;1;2
10;36;1;2
29;19;1;2
17;9;1;2
22;34;1;2
42;44;1;2
27;19;1;2
50;39;1;2
20;50;1;2
41;8;1;2
45;26;1;2
22;1;1;2
7;2;1;2
49;2;1;2
16;18;1;2
6;49;1;2
17;31;1;2
2;6;1;2
16;20;1;2
46;41;1;2
41;32;1;2
16;23;1;2
5;30;1;2
46;10;1;2
23;48;1;2
18;24;1;2
48;47;1;2
5;46;1;2
4;28;1;2
39;3;1;2
5;1;1;2
4;31;1;2
10;6;1;2
17;48;1;2
21;20;1;2
33;9;1;2
29;36;1;2
8;31;1;2
5;25;1;2
33;1;1;2
2;45;1;2
22;40;1;2
50;23;1;2
3;33;1;2
22;27;1;2
11;48;1;2
21;35;1;2
10;1;1;2
38;18;1;2
31;11;1;2
14;2;1;2
41;46;1;2
32;21;1;2
40;2;1;2
19;25;1;2
6;16;1;2
22;18;1;2
17;6;1;2
37;20;1;2
47;9;1;2
2;35;1;2
27;10;1;2
38;44;1;2
17;28;1;2
27;37;1;2
16;11;1;2
33;20;1;2
49;15;1;2
33;29;1;2
33;9;1;2
7;34;1;2
18;18;1;2
17;6;1;2
27;7;1;2
17;41;1;2
26;15;1;2
22;18;1;2
30;15;1;2
34;16;1;2
12;36;1;2
37;28;1;2
46;25;1;2
1;7;1;2
11;16;1;2
2;50;1;2
14;35;1;2
46;42;1;2
37;42;1;2
9;17;1;2
23;42;1;2
47;50;1;2
12;10;1;2
44;40;1;2
1;50;1;2
8;36;1;2
40;21;1;2
47;23;1;2
19;17;1;2
16;11;1;2
31;22;1;2
29;8;1;2
23;38;1;2
5;48;1;2
42;13;1;2
2;8;1;2
17;30;1;2
8;46;1;2
20;1;1;2
35;49;1;2
6;8;1;2
43;8;1;2
47;41;1;2
9;16;1;2
2;32;1;2
21;48;1;2
2;36;1;2
23;25;1;2
30;11;1;2
2;8;1;2
23;36;1;2
44;49;1;2
37;18;1;2
16;10;1;2
9;14;1;2
13;9;1;2
34;20;1;2
43;50;1;2
18;23;1;2
26;7;1;2
12;14;1;2
38;30;1;2
15;25;1;2
47;36;1;2
50;42;1;2
27;21;1;2
49;31;1;2
46;44;1;2
20;38;1;2
23;6;1;2
49;34;1;2
2;47;1;2
6;13;1;2
34;44;1;2
35;37;1;2
6;22;1;2
39;4;1;2
35;19;1;2
23;40;1;2
34;47;1;2
22;10;1;2
37;38;1;2
47;49;1;2
7;13;1;2
12;14;1;2
34;30;1;2
24;35;1;2
27;25;1;2
2;34;1;2
41;8;1;2
45;29;1;2
23;39;1;2
8;13;1;2
37;13;1;2
36;1;1;2
2;25;1;2
35;33;1;2
14;39;1;2
27;44;1;2
48;24;1;2
44;15;1;2
43;7;1;2
11;17;1;2
50;34;1;2
33;22;1;2
46;7;1;2
49;47;1;2
42;34;1;2
32;44;1;2
36;20;1;2
33;1;1;2
23;38;1;2
1;4;1;2
36;39;1;2
42;31;1;2
9;11;1;2
35;31;1;2
8;49;1;2
31;3;1;2
3;20;1;2
16;23;1;2
13;3;1;2
49;1;1;2
11;17;1;2
23;24;1;2
45;35;1;2
46;26;1;2
23;3;1;2
49;4;1;2
7;2;1;2
20;30;1;2
14;43;1;2
3;41;1;2
48;13;1;2
3;42;1;2
37;38;1;2
17;22;1;2
31;43;1;2
40;40;1;2
33;10;1;2
2;5;1;2
16;46;1;2
26;1;1;2
12;36;1;2
46;25;1;2
30;25;1;2
40;34;1;2
10;48;1;2
25;34;1;2
45;27;1;2
4;20;1;2
25;28;1;2
46;31;1;2
6;5;1;2
28;4;1;2
48;20;1;2
3;28;1;2
1;30;1;2
46;28;1;2
23;1;1;2
12;30;1;2
14;16;1;2
3;12;1;2
13;9;1;2
42;5;1;2
21;44;1;2
22;31;1;2
41;15;1;2
44;36;1;2
29;18;1;2
30;38;1;2
12;21;1;2
23;7;1;2
5;28;1;2
12;28;1;2
40;11;1;2
22;41;1;2
3;5;1;2
8;5;1;2
41;39;1;2
19;5;1;2
15;40;1;2
27;30;1;2
29;33;1;2
40;8;1;2
48;8;1;2
25;31;1;2
22;49;1;2
33;34;1;2
4;24;1;2
5;16;1;2
17;46;1;2
14;3;1;2
27;50;1;2
47;16;1;2
31;50;1;2
2;14;1;2
41;33;1;2
32;9;1;2
3;21;1;2
31;18;1;2
43;33;1;2
21;11;1;2
26;6;1;2
35;4;1;2
28;10;1;2
17;15;1;2
46;15;1;2
39;4;1;2
38;9;1;2
26;31;1;2
43;20;1;2
49;29;1;2
27;13;1;2
44;33;1;2
15;15;1;2
38;36;1;2
1;1;1;2
37;14;1;2
10;14;1;2
26;22;1;2
24;21;1;2
5;20;1;2
34;33;1;2
25;35;1;2
5;22;1;2
13;17;1;2
39;25;1;2
45;24;1;2
8;49;1;2
31;29;1;2
50;18;1;2
45;24;1;2
44;35;1;2
18;32;1;2
26;21;1;2
13;31;1;2
46;24;1;2
2;17;1;2
33;38;1;2
13;33;1;2
36;29;1;2
48;27;1;2
14;43;1;2
21;50;1;2
35;7;1;2
8;28;1;2
33;10;1;2
30;7;1;2
12;23;1;2
24;15;1;2
17;31;1;2
48;2;1;2
30;39;1;2
34;33;1;2
39;41;1;2
50;1;1;2
39;3;1;2
39;8;1;2
21;47;1;2
18;29;1;2
2;6;1;2
16;1;1;2
40;45;1;2
2;45;1;2
2;38;1;2
40;20;1;2
26;25;1;2
45;27;1;2
19;33;1;2
42;2;1;2
6;33;1;2
4;10;1;2
29;46;1;2
19;11;1;2
46;27;1;2
36;22;1;2
31;29;1;2
25;27;1;2
35;17;1;2
12;5;1;2
10;17;1;2
49;13;1;2
1;33;1;2
13;4;1;2
41;20;1;2
25;16;1;2
10;1;1;2
12;11;1;2
37;28;1;2
19;45;1;2
31;38;1;2
27;18;1;2
37;24;1;2
2;29;1;2
33;26;1;2
20;50;1;2
22;26;1;2
9;47;1;2
10;37;1;2
39;27;1;2
41;50;1;2
47;4;1;2
40;2;1;2
11;37;1;2
1;19;1;2
42;31;1;2
20;22;1;2
31;27;1;2
2;38;1;2
36;49;1;2
22;35;1;2
39;27;1;2
41;3;1;2
6;36;1;2
36;49;1;2
20;7;1;2
7;1;1;2
15;11;1;2
45;40;1;2
30;24;1;2
41;17;1;2
42;22;1;2
40;30;1;2
2;15;1;2
12;36;1;2
17;20;1;2
6;37;1;2
34;29;1;2
40;46;1;2
9;34;1;2
7;47;1;2
35;18;1;2
23;37;1;2
12;28;1;2
38;18;1;2
29;33;1;2
35;24;1;2
47;37;1;2
45;48;1;2
