100
12;32;1;2
43;40;1;2
46;36;1;2
18;20;1;2
44;49;1;2
19;50;1;2
29;18;1;2
16;41;1;2
11;17;1;2
39;31;1;2
25;33;1;2
32;31;1;2
26;26;1;2
45;7;1;2
24;13;1;2
1;31;1;2
34;24;1;2
2;16;1;2
40;18;1;2
23;15;1;2
21;40;1;2
13;8;1;2
38;3;1;2
24;50;1;2
29;29;1;2
24;22;1;2
46;34;1;2
45;37;1;2
45;43;1;2
4;38;1;2
47;3;1;2
41;16;1;2
32;12;1;2
31;12;1;2
45;20;1;2
23;27;1;2
17;14;1;2
50;29;1;2
24;28;1;2
39;9;1;2
34;1;1;2
45;32;1;2
42;14;1;2
16;42;1;2
11;35;1;2
40;41;1;2
43;9;1;2
39;9;1;2
8;48;1;2
46;14;1;2
11;34;1;2
5;34;1;2
32;27;1;2
21;41;1;2
24;45;1;2
16;9;1;2
28;21;1;2
47;29;1;2
14;4;1;2
16;3;1;2
25;36;1;2
22;31;1;2
16;13;1;2
40;43;1;2
17;46;1;2
50;18;1;2
19;43;1;2
41;36;1;2
30;2;1;2
8;26;1;2
9;50;1;2
20;7;1;2
13;25;1;2
29;48;1;2
20;25;1;2
22;13;1;2
17;36;1;2
45;22;1;2
7;25;1;2
41;6;1;2
10;47;1;2
40;13;1;2
13;12;1;2
28;5;1;2
25;18;1;2
17;1;1;2
19;47;1;2
37;34;1;2
23;12;1;2
17;45;1;2
12;45;1;2
35;2;1;2
49;7;1;2
45;50;1;2
13;49;1;2
35;20;1;2
35;20;1;2
35;41;1;2
7;11;1;2
23;29;1;2
0;1;53;62
1;1;8;250
2;1;20;406
3;2;22;559
4;2;4;686
5;1;49;816
6;1;57;979
7;1;16;1141
8;1;4;1263
9;1;23;1406
10;2;53;1576
11;2;42;1692
12;2;49;1819
13;2;15;1937
